0:-1:-1	0.45230202578268874	0.5476979742173113
-1:1:1	0.7452415812591509	0.2547584187408492
-1:0:1	0.7220588235294118	0.27794117647058825
-1:1:0	0.6606498194945848	0.33935018050541516
-1:0:0	0.5948777648428405	0.4051222351571595
0:0:-1	0.4498675747256905	0.5501324252743095
0:-1:1	0.7109596819988643	0.2890403180011357
0:-1:0	0.5547088706525987	0.44529112934740134
1:0:0	0.7000943099654197	0.29990569003458034
1:1:1	0.8189277899343544	0.18107221006564553
1:1:0	0.7460006529546197	0.25399934704538035
1:0:1	0.8149394347240915	0.18506056527590847
1:1:-1	0.5787937743190662	0.42120622568093385
-1:-1:-1	0.4675876726886291	0.5324123273113709
-1:0:-1	0.46596858638743455	0.5340314136125655
1:-1:0	0.6381188118811881	0.36188118811881187
0:1:1	0.7865168539325843	0.21348314606741572
0:0:1	0.7421543681085666	0.2578456318914334
0:1:0	0.6779623961521644	0.3220376038478356
0:0:0	0.5895579855228708	0.4104420144771292
0:1:-1	0.5226404800872886	0.4773595199127114
1:-1:1	0.7688284518828452	0.23117154811715482
1:-1:-1	0.4989816700610998	0.5010183299389002
-1:-1:0	0.5610189573459715	0.43898104265402843
-1:-1:1	0.6452095808383234	0.35479041916167664
1:0:-1	0.5423875432525952	0.45761245674740486
-1:1:-1	0.5133928571428571	0.48660714285714285
