0:-1:-1	0.4200761179828735	0.5799238820171265
-1:1:1	0.7410256410256411	0.258974358974359
-1:1:0	0.675609756097561	0.32439024390243903
-1:0:1	0.6940418679549114	0.3059581320450886
-1:0:0	0.576092971776425	0.423907028223575
0:0:-1	0.473644578313253	0.526355421686747
0:-1:1	0.7193220338983051	0.28067796610169493
0:-1:0	0.5607047108387591	0.4392952891612409
1:0:0	0.695829926410466	0.3041700735895339
1:1:1	0.827503015681544	0.17249698431845598
1:0:1	0.8141592920353983	0.18584070796460178
1:1:-1	0.5708061002178649	0.42919389978213507
1:1:0	0.7592910234419669	0.24070897655803317
-1:-1:-1	0.3890449438202247	0.6109550561797753
-1:0:-1	0.4428341384863124	0.5571658615136876
1:-1:0	0.5870445344129555	0.41295546558704455
0:1:1	0.8198288877705083	0.1801711122294917
0:0:1	0.7899029126213593	0.21009708737864077
0:1:0	0.7078456870394452	0.29215431296055483
0:0:0	0.6167180687014783	0.3832819312985217
0:1:-1	0.49706314243759175	0.5029368575624082
1:-1:1	0.7572559366754618	0.24274406332453827
1:-1:-1	0.47195357833655704	0.528046421663443
-1:-1:0	0.539179104477612	0.4608208955223881
-1:-1:1	0.691566265060241	0.30843373493975906
1:0:-1	0.5605006954102921	0.43949930458970793
-1:1:-1	0.50199203187251	0.49800796812749004
